evidence_id,figure,claimed_origin,hop1,hop2,hop3,origin_reached,origin_type,circular_verdict,shared_origin_group,notes
E-5001,median recruitment duration=18.0 months,"Brogger-Mikkelsen M, Zibert JR, Andersen AD, Thomsen SF, et al.",https://pmc.ncbi.nlm.nih.gov/articles/PMC9321424/,https://doi.org/10.1371/journal.pone.0271819,,partial,company,clean,,"Tier 4. Deepest hop is company, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-5002,median sites per trial=64.0 sites,"Brogger-Mikkelsen M, Zibert JR, Andersen AD, Thomsen SF, et al.",https://pmc.ncbi.nlm.nih.gov/articles/PMC9321424/,,,yes,peer_reviewed,clean,SOG-006,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-5003,participants per site per month=0.4 patients/site/month,"Brogger-Mikkelsen M, Zibert JR, Andersen AD, Thomsen SF, et al.",https://pmc.ncbi.nlm.nih.gov/articles/PMC9321424/,,,yes,peer_reviewed,clean,SOG-006,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-5004,enrollment rate per trial=20.0 patients/month,"Brogger-Mikkelsen M, Zibert JR, Andersen AD, Thomsen SF, et al.",https://pmc.ncbi.nlm.nih.gov/articles/PMC9321424/,,,yes,peer_reviewed,clean,SOG-006,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-5005,participants per site=6.0 patients/site,"Brogger-Mikkelsen M, Zibert JR, Andersen AD, Thomsen SF, et al.",https://pmc.ncbi.nlm.nih.gov/articles/PMC9321424/,,,yes,peer_reviewed,clean,SOG-006,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-5006,total participants in completed trials=1156515.0 participants,"Brogger-Mikkelsen M, Zibert JR, Andersen AD, Thomsen SF, et al.",https://pmc.ncbi.nlm.nih.gov/articles/PMC9321424/,,,yes,peer_reviewed,clean,SOG-006,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-5007,share of terminations due to insufficient accrual=39.0 percent,"Williams RJ, Tse T, DiPiazza K, Zarin DA (US National Library of Medicine)",https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0127242,https://pubmed.ncbi.nlm.nih.gov/26011295/,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-5008,share of non-completions attributed to poor accrual=41.0 percent,Kasenda B and co-authors (AACT-based cardiovascular cohort),https://pmc.ncbi.nlm.nih.gov/articles/PMC5577897/,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-5009,share of NCTN phase II/III trials with low accrual=18.0 percent,"Bennette CS, Ramsey SD, McDermott CL, Carlson JJ, Basu A, Veenstra DL (Univ. Washington / ",https://academic.oup.com/jnci/article/108/2/djv416/2457823,https://pubmed.ncbi.nlm.nih.gov/26714555/,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-5010,median completion delay=12.2 months,Authors of the surgical RCT completion analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9857498/,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-5011,median phase 3 study length=921.5 days,"Our World in Data, processing ClinicalTrials.gov",https://ourworldindata.org/grapher/average-study-length-by-phase,https://ourworldindata.org/grapher/average-study-length-by-phase.csv,,no,aggregator,unverifiable,,Tier 4. No resolvable provenance chain (aggregator). FORCE_LOW.
E-5012,eligibility criteria word count growth 2008-2018=95.0 percent,Peterson JS et al.,https://pmc.ncbi.nlm.nih.gov/articles/PMC9972031/,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-5013,"screen failure rate, early-phase oncology=26.4 percent",Authors of the ESMO Open early-phase screen-failure analysis,https://pmc.ncbi.nlm.nih.gov/articles/PMC12362514/,https://www.esmoopen.com/article/S2059-7029(25)01200-1/fulltext,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-5014,typical oncology screen failure rate=25.0 percent,Aggregated operations literature (no single primary study),https://biologyinsights.com/how-to-calculate-screen-failure-rate-in-clinical-trials/,,,no,company,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-5015,increase in eligible patients from broadened criteria=78.0 percent,Authors using the Flatiron Health nationwide electronic-health-record-derived de-identifie,https://evidence.nejm.org/doi/full/10.1056/EVIDoa2300236,https://pubmed.ncbi.nlm.nih.gov/38771994/,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-5017,share of NSCLC cohort no longer excluded=50.0 percent,American Society of Clinical Oncology,https://connection.asco.org/magazine/features/how-will-expanding-eligibility-criteria-impact-clinical-trial-study-design,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-5018,unique investigators filing Form 1572=9387.0 investigators,"Fordyce CB, Roe MT, Pierre C, et al.",https://pmc.ncbi.nlm.nih.gov/articles/PMC6536616/,https://www.sciencedirect.com/science/article/pii/S2451865418301315,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-5019,turnover among single-filing principal investigators=50.0 percent,"Getz K and colleagues, Tufts Center for the Study of Drug Development",https://www.appliedclinicaltrialsonline.com/view/tracking-change-in-the-global-investigative-site-landscape,,,no,trade_press,unverifiable,SOG-030,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-5020,share of sites enrolling zero patients=11.0 percent,"Tufts CSDD Impact Report, Jan/Feb 2012, via Applied Clinical Trials",https://www.appliedclinicaltrialsonline.com/view/enrollment-performance-weighing-facts,,,yes,trade_press,clean,,"TRACED BY X. Origin reached (2012 Tufts CSDD Impact Report, 10 sponsors + 2 CROs, ~16,000 sites, 151 trials, data 2008-2010). Provenance is clean; the defect is vintage, not circularity. Attach S6."
E-5021,share of oncology sites enrolling exactly one patient=19.0 percent,Phesi (commercial clinical-development analytics vendor),https://www.appliedclinicaltrialsonline.com/view/phesi-report-assessing-single-patient-investigator-sites-in-cancer-clinical-trials,https://www.phesi.com/almost-one-in-five-clinical-trials-recruit-only-a-single-patient/,,no,consultancy,unverifiable,,Tier 2. All hops terminate in consultancy material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-5022,annual turnover of patient-facing site staff=61.0 percent,Society for Clinical Research Sites,https://myscrs.org/wp-content/uploads/2024/07/SCRS-2023-whitepaper_v5.pdf,https://myscrs.org/workforce-challenges-letter/,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-5023,share of major cancer centres reporting trial-delaying staffing shortages=95.0 percent,"Freel SA, Snyder DC, Bastarache K, Jones CT, Marchant MB, Rowley LA, Sonstein SA, Lipworth",https://journals.sagepub.com/doi/10.1177/17407745231177885,,,yes,peer_reviewed,clean,,Tier 2. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-5024,active US cancer drug trials=8600.0 trials,"OncLive editorial staff, citing ClinicalTrials.gov and NCI NCTN analyses",https://www.onclive.com/view/patient-shortage-for-cancer-trials-grows,,,no,trade_press,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-5025,GLP-1 receptor agonist programmes in active development=300.0 programmes,GlobalData analyst commentary,https://www.clinicaltrialsarena.com/analyst-comment/2025-glp-1-trial-activity/,https://www.clinicaltrialsarena.com/analyst-comment/2024-record-year-obesity-trials-2025-poised-take-over/,,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-5026,studies where actual enrolment exceeded plan=majority qualitative,"Lamberti MJ, Dirks A, Kikuchi N, Patel Cervantes N, Getz K (Tufts CSDD)",https://link.springer.com/article/10.1007/s43441-024-00638-1,https://pubmed.ncbi.nlm.nih.gov/38568347/,,yes,peer_reviewed,clean,,"SCHEMA DEFECT: figures.value is a string, not a JSON number or null, so this record carries no auditable quantity. Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s)."
E-5027,decline in active sites from peak=-8.0 percent,Tufts CSDD / Applied Clinical Trials,https://www.appliedclinicaltrialsonline.com/view/tracking-change-in-the-global-investigative-site-landscape,,,no,trade_press,circular,SOG-030,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-5028,share of screened patients assigned to a sub-protocol=17.8 percent,"Flaherty KT, Gray RJ, Chen AP, et al.; NCI-MATCH / ECOG-ACRIN",https://ascopubs.org/doi/10.1200/JCO.19.03010,https://pmc.ncbi.nlm.nih.gov/articles/PMC7676882/,https://www.nature.com/articles/s41591-023-02379-4,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 3 hop(s).
E-5029,share of screened patients registering to a sub-study=37.6 percent,"Herbst RS, Gandara DR, Hirsch FR, et al.; SWOG S1400",https://pmc.ncbi.nlm.nih.gov/articles/PMC4654466/,https://www.ilcn.org/the-lung-master-protocol-results-and-updates/,,partial,company,clean,,"Tier 4. Deepest hop is company, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-5030,cumulative patients enrolled since 2016=3000.0 patients,American Society of Clinical Oncology (study sponsor),https://www.asco.org/research-data/tapur-study/study-results,https://society.asco.org/research-data/tapur-study/eligibility-enrollment,,no,company,unverifiable,,Tier 4. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-5031,relationship between prevalence and phase 3 sample size=positive qualitative-with-fitted-means,"Bell SA, Tudur Smith C and co-authors",https://pmc.ncbi.nlm.nih.gov/articles/PMC5335492/,https://link.springer.com/article/10.1186/s13023-017-0597-1,,yes,peer_reviewed,clean,,"SCHEMA DEFECT: figures.value is a string, not a JSON number or null, so this record carries no auditable quantity. Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s)."
E-5032,share of patients with no trial available at their institution=55.6 percent,"Unger JM, Vaidya R, Hershman DL, Minasian LM, Fleury ME",https://academic.oup.com/jnci/article/111/3/245/5307078,https://ncbi.nlm.nih.gov/pmc/articles/PMC6410951,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-5033,patient agreement rate when offered a trial=55.0 percent,"Unger JM, Hershman DL, Till C, Minasian LM, Osarogiagbon RU, Fleury ME, Vaidya R",https://academic.oup.com/jnci/article/113/3/244/5918345,https://pubmed.ncbi.nlm.nih.gov/33022716/,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-5034,cumulative duration penalty of sequential two-group trials versus one platform trial=311.9 percent,"Park JJH, Sharif B, Harari O, Dron L, et al.",https://pmc.ncbi.nlm.nih.gov/articles/PMC9277502/,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-5035,"patients per site per month, active sites=0.875 patients/site/month",Global Coalition for Adaptive Research (trial sponsor) and GBM AGILE investigators,https://ascopubs.org/doi/10.1200/JCO.2025.43.16_suppl.TPS2100,https://www.gcaresearch.org/research/gbm-agile/,,partial,company,clean,,"Tier 2. Deepest hop is company, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-5036,time from trial initiation to practice-changing result=100.0 days,"Nuffield Department of Population Health, University of Oxford; RECOVERY Collaborative Gro",https://pmc.ncbi.nlm.nih.gov/articles/PMC8285150/,https://www.recoverytrial.net/news/recovery-trial-celebrates-two-year-anniversary-of-life-saving-dexamethasone-result,,partial,company,clean,,"Tier 4. Deepest hop is company, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-5037,FDA approvals 2000-2019 with pivotal external control=45.0 approvals,"Jahanshahi M, Gregg K, Davis G, et al.",https://pmc.ncbi.nlm.nih.gov/articles/PMC8332598/,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-5038,regulatory acceptance status=case_by_case categorical,"US FDA, CDER/CBER",https://www.fda.gov/media/164960/download,https://www.kslaw.com/news-and-insights/fda-issues-draft-guidance-on-external-controls-in-clinical-trials-to-support-safety-and-efficacy-of-a-drug,,partial,company,clean,,"SCHEMA DEFECT: figures.value is a string, not a JSON number or null, so this record carries no auditable quantity. Tier 4. Deepest hop is company, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-5039,documented external-control refusals identified=4.0 cases,BioSpace; Replimune Group Inc.; The Cancer Letter,https://www.biospace.com/fda/fda-reversals-in-rare-disease-space-highlight-confusion-around-external-controls,https://ir.replimune.com/news-releases/news-release-details/replimune-receives-complete-response-letter-fda-rp1-biologics-0,https://cancerletter.com/the-cancer-letter/20210625_5/,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-5040,"share of FDA approvals involving an RWD external control arm, 2024=42.5 percent","Poster authors, ISPOR 2025",https://www.ispor.org/heor-resources/presentations-database/presentation-cti/ispor-2025/poster-session-3/role-of-external-control-arm-eca-derived-from-real-world-data-rwd-in-us-fda-regulatory-approval-from-2020-2024,,,no,company,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-5041,regulatory acceptance status=qualified_opinion categorical,EMA Committee for Medicinal Products for Human Use (CHMP),https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/qualification-opinion-prognostic-covariate-adjustment-procovatm_en.pdf,,,yes,agency,clean,,"SCHEMA DEFECT: figures.value is a string, not a JSON number or null, so this record carries no auditable quantity. Tier 4. Deepest hop resolves to a agency source; origin reached in 1 hop(s)."
E-5042,maximum sample-size reduction in the reported case study=15.3 percent,Unlearn.AI authors and collaborators,https://arxiv.org/pdf/2404.17576,,,yes,preprint,clean,,Tier 4. Origin reached but it is a preprint and has not passed peer review; treat the figure as provisional.
E-5043,decentralised trials counted in 2024=1450.0 trials,GlobalData,https://www.clinicaltrialsarena.com/features/dct-adoption-tracker-who-and-what-is-at-the-crest-of-the-trial-decentralisation-wave/,https://www.clinicaltrialsarena.com/news/dct-adoption-tracker-2023/,,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-5044,DCTs reporting recruitment improvement=11.0 of 13 trials,Wang and co-authors,https://ascpt.onlinelibrary.wiley.com/doi/full/10.1111/cts.70328,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-5045,share of trial-innovation articles containing empirical performance data=6.0 percent,Tufts Center for the Study of Drug Development,https://www.appliedclinicaltrialsonline.com/view/decentralized-clinical-trials-bust-or-breakthrough-,,,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-5046,"expected net present value, phase 3 DCT=39.0 million USD","Tufts Center for the Study of Drug Development, with sponsor and technology-vendor data co",https://www.clinicalleader.com/doc/tufts-finds-substantial-net-benefits-to-using-decentralized-trials-0001,https://www.clinicalresearchnewsonline.com/news/2022/07/13/tufts-study-provides-first-hard-metrics-around-decentralized-clinical-trials,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-5047,patients screened by the AI prescreening system=98348.0 patients,Authors of the CTPM semiautomated prescreening system,https://pubmed.ncbi.nlm.nih.gov/41512229/,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-5048,F1 score for patient-trial matching=0.8246 F1,Investigators at a US academic-community network (lead: St. Luke's University Health Netwo,https://pmc.ncbi.nlm.nih.gov/articles/PMC13091143/,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-5049,"INDs with activity, drugs and non-biosimilar biologics, 2025=15124.0 INDs",US FDA CDER,https://www.fda.gov/drugs/ind-activity/inds-activity,https://bla-regulatory.com/fda-cder-ind-activity-2024-25/,https://www.fda.gov/media/191374/download,yes,agency,clean,,Tier 4. Deepest hop resolves to a agency source; origin reached in 3 hop(s).
E-5050,"commercial IND receipts, 2024=1139.0 INDs",US FDA CDER,https://www.fda.gov/drugs/ind-activity-reports/ind-receipts,https://www.fda.gov/media/135133/download,https://bla-regulatory.com/fda-cder-ind-activity-2024-25/,partial,trade_press,clean,SOG-020,"Tier 3. Deepest hop is trade_press, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay. Cross-agent recurrence: this source is cited by more than one agent, so any defect propagates."
E-5051,"interventional trials with a US site, 2023=7673.0 trials",Authors of the JCTS 2018-2023 registry characterisation,https://www.cambridge.org/core/journals/journal-of-clinical-and-translational-science/article/characteristics-of-interventional-clinical-trials-registered-in-clinicaltrialsgov-20182023/A6D2C53CCF99C75C1FF51EDB88974D0D,https://pubmed.ncbi.nlm.nih.gov/42038717/,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-5052,"global clinical trial participants, 2022=1200000.0 participants","Statistics aggregation site, original source not traceable",https://gitnux.org/clinical-trial-participation-statistics/,,,no,company,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-5060,enrollment duration as share of phase III elapsed duration=60.8 percent,RLSX Agent F,"derived from E-5001, E-5011",,,yes,derived,clean,SOG-001,"Tier 4. Derived record: origin is its own input evidence IDs E-5001,E-5011. Formula stated."
E-5061,CAGR of commercial IND receipts 2018-2024=4.96 percent per year,RLSX Agent F,derived from E-5050,,,yes,derived,clean,SOG-001,Tier 4. Derived record: origin is its own input evidence IDs E-5050. Formula stated.
E-5062,CAGR of INDs with activity 2020-2025=3.18 percent per year,RLSX Agent F,derived from E-5049,,,yes,derived,clean,SOG-001,Tier 4. Derived record: origin is its own input evidence IDs E-5049. Formula stated.
E-5063,CAGR of industry phase III participant throughput 2008-2019=-0.92 percent per year,RLSX Agent F,derived from E-5006,,,yes,derived,clean,SOG-001,Tier 4. Derived record: origin is its own input evidence IDs E-5006. Formula stated.
E-5064,annual industry phase III participant throughput=289129.0 participants per year,RLSX Agent F,derived from E-5006,,,yes,derived,clean,SOG-001,Tier 4. Derived record: origin is its own input evidence IDs E-5006. Formula stated.
E-5065,change in participants per site per month=-50.0 percent,RLSX Agent F,derived from E-5003,,,yes,derived,clean,SOG-001,Tier 4. Derived record: origin is its own input evidence IDs E-5003. Formula stated.
E-5066,"screen-to-enroll ratio, biomarker-defined master protocols=5.62 patients screened per patient assigned",RLSX Agent F,"derived from E-5028, E-5029",,,yes,derived,clean,SOG-001,"Tier 4. Derived record: origin is its own input evidence IDs E-5028,E-5029. Formula stated."
E-5067,"charts screened per patient enrolled, AI prescreening deployment=840.6 patients screened per patient enrolled",RLSX Agent F,derived from E-5047,,,yes,derived,clean,SOG-001,Tier 4. Derived record: origin is its own input evidence IDs E-5047. Formula stated.
E-5068,years to reach 2x / 5x / 10x IND flow at historical growth=14.3 years,RLSX Agent F,"derived from E-5061, E-5062",,,yes,derived,clean,SOG-001,"Tier 4. Derived record: origin is its own input evidence IDs E-5061,E-5062. Formula stated."
E-5069,additional annual phase III participants and site-slots required at 2x / 5x / 10x IND flow=60235.0 additional continuously-enrolling site-slots at 2x,RLSX Agent F,"derived from E-5064, E-5003, E-5061",,,yes,derived,clean,SOG-001,"Tier 4. Derived record: origin is its own input evidence IDs E-5064,E-5003,E-5061. Formula stated."
E-5070,annual gap between candidate flow growth and clinical patient throughput growth=5.88 percentage points per year,RLSX Agent F,"derived from E-5061, E-5063",,,yes,derived,clean,SOG-001,"Tier 4. Derived record: origin is its own input evidence IDs E-5061,E-5063. Formula stated."
E-5071,Amdahl ceiling for recruitment as a share of clinical elapsed time=24.8 percent (lower bound; upper bound 60.8),RLSX Agent F,"derived from E-5060, E-5011",,,yes,derived,clean,SOG-001,"Tier 4. Derived record: origin is its own input evidence IDs E-5060,E-5011. Formula stated."
E-5072,CAGR of unique Form 1572 investigators 1999-2015=-3.97 percent per year,RLSX Agent F,derived from E-5018,,,yes,derived,clean,SOG-001,Tier 4. Derived record: origin is its own input evidence IDs E-5018. Formula stated.
E-5073,"share of activated sites contributing at most one patient=30.0 percent (approximate, non-overlapping samples)","Tufts CSDD Impact Report, Jan/Feb 2012, via Applied Clinical Trials","derived from E-5020, E-5021",,,yes,trade_press,clean,SOG-001,"TRACED BY X. Origin reached (2012 Tufts CSDD Impact Report, 10 sponsors + 2 CROs, ~16,000 sites, 151 trials, data 2008-2010). Provenance is clean; the defect is vintage, not circularity. Attach S6."
E-5074,share of non-enrolment attributable to patient decision=16.1 percent of non-enrollers,RLSX Agent F,"derived from E-5032, E-5033",,,yes,derived,clean,SOG-001,"Tier 4. Derived record: origin is its own input evidence IDs E-5032,E-5033. Formula stated."
E-5075,ratio of required additional site-slots at 2x to annual Form 1572 investigator count=6.4 ratio,RLSX Agent F,"derived from E-5069, E-5018",,,yes,derived,clean,SOG-001,"Tier 4. Derived record: origin is its own input evidence IDs E-5069,E-5018. Formula stated."
E-5076,share of terminations attributable to accrual failure=39.0 percent,RLSX Agent F,"derived from E-5007, E-5009",,,yes,derived,clean,SOG-001,"Tier 4. Derived record: origin is its own input evidence IDs E-5007,E-5009. Formula stated."
E-6001,"installed mammalian bioreactor capacity, Vacaville site=330000.0 L",Lonza Group AG,https://www.lonza.com/annualreport/2025/our-businesses/integrated-biologics,,,no,company,unverifiable,SOG-031,Tier 4. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-6002,projected ADC CDMO market CAGR=20.0 percent per year,Lonza Group AG,https://www.lonza.com/annualreport/2025/our-businesses/integrated-biologics,,,no,company,unverifiable,SOG-031,Tier 4. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-6003,installed bioreactor capacity=785000.0 L,"Samsung Biologics Co., Ltd.",https://www.prnewswire.com/news-releases/samsung-biologics-reports-fourth-quarter-and-fiscal-year-2025-financial-results-302666431.html,https://samsungbiologics.com/media/company-news/samsung-biologics-reports-fourth-quarter-and-fiscal-year-2025-financial-results,,no,company,unverifiable,,Tier 4. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-6004,"annual IND-submission support capacity, single CDMO=200.0 INDs per year",WuXi Biologics (Cayman) Inc.,https://www.wuxibiologics.com/press-release/wuxi-biologics-reports-record-2025-annual-results/,https://cdn.wuxibiologics.com/en/wp-content/uploads/FY25-earnings-deck_EN-FF.pdf,,no,company,unverifiable,,Tier 4. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-6005,AAV suite utilization=50.0 percent (upper bound of stated range),Mordor Intelligence and IntuitionLabs market pages; no disclosed sample or denominator,https://www.mordorintelligence.com/industry-reports/viral-vector-manufacturing-market,https://intuitionlabs.ai/articles/viral-vector-cdmo-comparison,,no,aggregator,circular,,"Agent G already declined to adopt this on its own authority and substituted two market-clearing events (site closures, a distressed asset sale). FORCE_LOW. The direction survives on the substituted evidence; the 50 percent number does not."
E-6006,manufacturing sites closed by National Resilience in 2025=6.0 sites (of 10),Mordor Intelligence,https://www.mordorintelligence.com/industry-reports/viral-vector-manufacturing-market,,,no,consultancy,circular,SOG-032,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-6007,sale price of FDA-approved commercial viral vector facility=4.5 USD million,Fierce Pharma (Questex),https://www.fiercepharma.com/manufacturing/oxb-kicks-us-expansion-buying-viral-vector-plant-nc-national-resilience-45m,https://oxb.com/news/oxb-expands-us-footprint-with-acquisition-of-commercial-scale-viral-vector-facility-in-north-carolina/,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-6008,average industry plasmid lead time=10.0 months,Andelyn Biosciences; BioPharma APAC,https://www.andelynbio.com/news-media/fda-accepts-gmp-plasmid-dmf-and-capacity-expansion-enabling-andelyn-biosciences-to-offer-faster-gene-therapy-development,https://biopharmaapac.com/analysis/16/8136/vectors-plasmids-and-the-cgt-trap-apacs-cell-and-gene-therapy-ambitions-face-an-upstream-bottleneck.html,,no,consultancy,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-6009,GMP lentiviral vector lead time=11.0 months (midpoint of 8-14),Comisel et al.; BioProcess Tools,https://www.sciencedirect.com/science/article/pii/S1369703X20304228,https://bioprocesstools.com/blog/lentiviral-vector-production/,,partial,company,unverifiable,,"Tier 1. Collector flagged circular_risk. A primary-class hop is present, so the claim is attributable, but the collector could not confirm the figure at origin. FORCE_LOW."
E-6010,"lentiviral vector cost per dose at 2,000 L vs 50 L=1459.0 USD per dose (2,000 L case)","Comisel, Kara, Fiesser, Farid",https://www.sciencedirect.com/science/article/pii/S1369703X20304228,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-6011,share of patients not receiving CAR-T due to manufacturing failure=5.5 percent (midpoint of 4-7),multiple authors,https://pmc.ncbi.nlm.nih.gov/articles/PMC10791545/,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-6012,"commercial CAR-T manufacturing failure rate, LBCL=3.87 percent",UK National CAR T Panel,https://www.nature.com/articles/s41408-025-01225-9,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-6013,"out-of-specification rate, CD19 CAR-T=5.0 percent (liso-cel point value; range 1-6)",EBMT Cellular Therapy and Immunobiology Working Party,https://www.nature.com/articles/s41409-025-02623-0,https://pmc.ncbi.nlm.nih.gov/articles/PMC10791545/,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-6014,manufacturing slot wait before apheresis=3.0 weeks (upper bound),multiple authors,https://pmc.ncbi.nlm.nih.gov/articles/PMC11235344/,,,yes,peer_reviewed,clean,SOG-024,"Tier 3. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s). Cross-agent recurrence: this source is cited by more than one agent, so any defect propagates."
E-6015,autologous CAR-T cost of goods per dose=115000.0 USD per dose,GEN / cited financial analyses,https://www.genengnews.com/topics/bioprocessing/costs-of-manufacturing-cgts-examined-by-processing-method/,https://www.genengnews.com/topics/bioprocessing/cell-gene-therapy-costs-drive-deals/,,no,trade_press,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-6016,empty capsid fraction in standard AAV production=80.0 percent (midpoint of 70-90),PatSnap,https://eureka.patsnap.com/report-methods-to-reduce-empty-capsid-content-in-aav-manufacturing-at-scale,https://www.criver.com/eureka/aav-manufacturing-challenges-capsid-problem,,no,company,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
